id,created_at,last_modified,display_date,reposts_count,playback_count,likes_count,duration,artwork_url,permalink_url,title,description
308280384,2017-02-17T22:27:02Z,2017-03-23T22:11:02Z,2017-02-17T22:27:02Z,3,4359,31,3757596,https://i1.sndcdn.com/artworks-000214346193-4td0py-large.jpg,https://soundcloud.com/media-roots/alt-right-neocon-crossover-interview-w-eli-clifton-of-lobeblogcon,"Alt-Right / Neocon Crossover, Interview w/ Eli Clifton of Lobeblog.com","(this podcast was recorded on Tuesday 2/14 right after the resignation of Michael Flynn)

Please support Media Roots Radio on Patreon: https://www.patreon.com/mediarootsradio"
307300768,2017-02-12T02:45:05Z,2017-03-23T22:14:31Z,2017-02-12T02:45:05Z,7,6103,53,6732046,https://i1.sndcdn.com/artworks-000214346589-50j0bt-large.jpg,https://soundcloud.com/media-roots/misinterpreting-socialism-brownshirts-implosion-of-the-alt-right,"Corporate Globalism, Brownshirts & War on the Left","Abby and Robbie Martin talk about the new measures being taken by POTUS Trump, debunk the idea that Hitler was a socialist and why he turned against his brownshirt army, explain why globalism is really just capitalism misunderstood and offer insight on the ""free speech"" argument defending neo-nazis.

Please donate to Media Roots Radio via Patreon: www.patreon.com/mediarootsradio

mediaroots.org
averyheavyagenda.com
twitter.com/abbymartin
twitter.com/fluorescentgrey"
307128996,2017-02-10T22:29:34Z,2017-02-13T02:07:28Z,2017-02-10T22:29:34Z,3,3654,26,7194535,https://i1.sndcdn.com/artworks-000207223250-qv6omd-large.jpg,https://soundcloud.com/media-roots/interview-w-eric-draitser-of-stopimperialismorg,Trumpocalypse Now Interview with Eric Draitser of StopImperialism.org,
305347879,2017-01-31T02:19:48Z,2017-02-02T17:44:01Z,2017-01-31T02:19:48Z,5,7704,74,7745718,https://i1.sndcdn.com/artworks-000205830645-5cg3b5-large.jpg,https://soundcloud.com/media-roots/stop-carrying-water-for-potus-donald-trump,"Muslim Ban, Trump Apologists & Fighting Fascism","Abby and Robbie Martin discuss Trump's first week in office carrying out several executive orders that violate human rights and the environment, namely the Muslim Ban which blatantly discriminates against millions of people around the world.

Please donate to Media Roots Radio via Patreon: https://www.patreon.com/mediarootsradio

mediaroots.org
averyheavyagenda.com
twitter.com/abbymartin
twitter.com/fluorescentgrey"
301603236,2017-01-09T01:10:26Z,2017-02-01T23:33:51Z,2017-01-09T01:10:26Z,11,7283,88,5482309,https://i1.sndcdn.com/artworks-000205830607-c5z8va-large.jpg,https://soundcloud.com/media-roots/us-government-blames-breaking-the-set-rt-for-trumps-win,US Government Blames Russia Today for Trump's Win,"After finding out about the news that Breaking the Set, Abby's former RT show, was named in the DNI intelligence report for fomenting 'radical discontent' as part of a Kremlin plot to subvert US democracy, Abby and Robbie Martin discuss the insanity of the report and the desperate measures on behalf of the establishment to build its case against Russia on a special Media Roots Radio.

Please donate to Media Roots Radio via Patreon: https://www.patreon.com/mediarootsradio"
296219967,2016-12-05T00:10:33Z,2016-12-15T16:55:42Z,2016-12-05T00:10:33Z,3,3822,21,7402593,https://i1.sndcdn.com/artworks-000197089451-dacaeu-large.jpg,https://soundcloud.com/media-roots/interview-daniel-wright-election-recap,Media Gaslights Themselves & Election Recap with Daniel Wright,"Donate to the Media Roots Radio podcast on Patreon: bit.ly/2fHp5gO

This podcast was recorded on Nov 29th, 2016 *before* someone brought an assault rifle into Comet Pizza.

www.mediaroots.org"
295810228,2016-12-02T02:29:38Z,2017-03-08T06:18:41Z,2016-12-02T02:29:38Z,6,5699,55,5371042,https://i1.sndcdn.com/artworks-000196416037-9hlf72-large.jpg,https://soundcloud.com/media-roots/ceo-of-empire-trumps-team-of-far-right-hawks-fake-news,"CEO of Empire: Trump's Team of Far Right Hawks & Era of ""Fake News""","Donate to the Media Roots Radio podcast on Patreon: bit.ly/2fHp5gO

Abby and Robbie Martin talk about Donald Trump's disturbing list of far right, neocon appointees and their nebulous connections with the military industrial complex; the origin of real ""fake news"" from Matt Drudge, to Andrew Brietbart to InfoWars and their fostering of racism and Islamophobia online; the need for a real movement under what could become a highly repressive and dangerous Cheneyesque era.

www.mediaroots.org
twitter.com/abbymartin
twitter.com/fluorescentgrey"
292667988,2016-11-12T07:57:40Z,2017-03-08T06:18:41Z,2016-11-12T07:57:40Z,8,9454,93,8051692,https://i1.sndcdn.com/artworks-000193194477-426e2o-large.jpg,https://soundcloud.com/media-roots/the-traumatic-election-of-potus-donald-trump,The Traumatic Election Of POTUS Donald Trump,"Abby and Robbie Martin talk about the surrealness of the 2016 presidential election, how the entire establishment was blindsided, why the DNC failed so abysmally what can be expected from POTUS Donald Trump. 

Donate to the Media Roots Radio podcast on Patreon: http://bit.ly/2fHp5gO

twitter.com/AbbyMartin
twitter.com/FluorescentGrey
www.mediaroots.org"
290869395,2016-10-31T21:35:56Z,2016-12-15T16:53:42Z,2016-10-31T21:35:56Z,2,2990,21,5626570,https://i1.sndcdn.com/artworks-000191492911-pa3amo-large.jpg,https://soundcloud.com/media-roots/deep-web-interview-w-filmmaker-alex-winter,"Interview with Deep Web Filmmaker, Alex Winter","note: this interview was recorded in late September 2016 

@ 34:40 Robbie discusses the DEA ban on Kratom which was supposed to happen at the end of September but never ended up going through."
288422095,2016-10-16T20:14:24Z,2017-03-08T06:18:41Z,2016-10-16T20:14:24Z,10,6958,67,5738307,,https://soundcloud.com/media-roots/podesta-emails-dnc-hack-war-with-russia-hysteria,"Podesta Emails, DNC Hack & War with Russia Hysteria","Robbie and Abby Martin talk about the leaked Podesta Emails, the DNC hack, Trump on women and the Cold War getting hot on the latest Media Roots Radio.

www.mediaroots.org
twitter.com/abbymartin
twitter.com/fluorescentgrey"
284759770,2016-09-26T17:42:47Z,2017-03-08T06:18:41Z,2016-09-26T17:42:47Z,27,10240,152,7226956,https://i1.sndcdn.com/artworks-000185320216-d4ng5n-large.jpg,https://soundcloud.com/media-roots/abby-goes-to-palestine,Abby Goes to Palestine,"Abby and Robbie Martin discuss her two week trip traveling the West Bank in Palestine for The Empire Files. From refugee camps to life under occupation and settler terrorism, Abby's first-hand account of the real Israel/Palestine is a must listen.

twitter.com/abbymartin
twitter.com/dancohen3000

www.mediaroots.org"
279607323,2016-08-23T23:59:25Z,2017-03-08T06:18:41Z,2016-08-23T23:59:25Z,2,4369,39,5351161,,https://soundcloud.com/media-roots/olympic-hypocrisy-empire-apologies-putin-paranoia,"Olympic Hypocrisy, Empire Apologies & Putin Paranoia",Please donate to www.mediaroots.org 
276713188,2016-08-03T22:40:14Z,2016-08-03T23:13:28Z,2016-08-03T22:40:14Z,2,3426,20,3574669,,https://soundcloud.com/media-roots/media-roots-radio-cindy-sheeh,Cindy Sheehan on Sanders the Sheepdog & Left Purge of Anti-War Activism,"please donate to the podcast by going to 
www.mediaroots.org
click on the 'donate' button, please put 'podcast' in the donation description notes. 

visit Cindy Sheehan's website/blog where she also hosts her own podcast at
http://cindysheehanssoapbox.blogspot.com/"
275996161,2016-07-30T00:27:51Z,2017-03-08T06:18:41Z,2016-07-30T00:27:51Z,2,5377,53,6140448,,https://soundcloud.com/media-roots/dnc-rnc-cringe-fest-manchurian-candidate-trump,"DNC/RNC Pageantry, Abby's Arrest  & Manchurian Candidate Trump","Abby and Robbie Martin talk about the insane, cringeworthy pageantry of the RNC and DNC, Abby's story about being unlawfully arrested and manhandled by Philly PD, and the absurd idea that Trump is somehow behind the hack on the DNC. 

Please donate to see our podcast continue! 
www.mediaroots.org"
275166879,2016-07-24T18:59:39Z,2017-03-08T06:18:41Z,2016-07-24T18:59:39Z,3,3448,28,3090260,,https://soundcloud.com/media-roots/obama-doesnt-want-nuclear-war-with-russia-neoconservatives-for-hillary-clinton,Obama Doesn't Want Nuclear War With Russia & Neoconservatives for Hillary Clinton,"After wrapping up 'A Very Heavy Agenda', Robbie Martin attended a Hillary Clinton fundraiser hosted by neocon thought leader Robert Kagan in D.C., and got an exclusive scoop about Obama's policy on Ukraine. Robbie and Abby talk about the surreal experience and the story he got from Kagan. Also attending the event with Robbie was Rania Khalek.

www.averyheavyagenda.com
www.mediaroots.org"
273906458,2016-07-16T03:10:17Z,2017-03-08T06:18:41Z,2016-07-16T03:10:17Z,5,3176,23,3753207,,https://soundcloud.com/media-roots/28-redacted-911-pages-released-w-jon-gold,28 Redacted 9/11 Pages Released with Jon Gold,"Robbie Martin and researcher Jon Gold talk about the long awaited release of the 28 pages that expose foreign government involvement in 9/11 attacks.

www.mediaroots.org"
272387029,2016-07-06T04:02:28Z,2017-03-08T06:18:41Z,2016-07-06T04:02:28Z,1,2938,31,4191503,,https://soundcloud.com/media-roots/puerto-rico-james-risen-empire-files,"Puerto Rico, Orlando, James Risen & the War on Journalism","Abby and Robbie Martin talk about Puerto Rico's manufactured debt crisis and history of colonial subjugation, the Orlando massacre and America's mass shooting epidemic, James Risen's book 'Pay Any Price' documenting the criminal looting and corruption in our post-9/11 dystopia.

www.mediaroots.org
www.theempirefiles.tv"
272016412,2016-07-03T18:56:45Z,2017-03-08T06:18:41Z,2016-07-03T18:56:45Z,5,3808,44,5712782,,https://soundcloud.com/media-roots/a-very-heavy-agenda-trilogy-conclusion,Abby & Robbie Martin Discuss 'A Very Heavy Agenda','A Very Heavy Agenda' is a three part documentary compilation of footage exposing DC's war architects and media surrogates. To watch or buy the series visit: www.averyheavyagenda.com
262509190,2016-05-04T19:55:36Z,2017-03-08T06:18:41Z,2016-05-04T19:55:36Z,3,4524,41,6328887,,https://soundcloud.com/media-roots/trump-vs-hillary-new-cold-war,"Garry Shandling Tribute, Hillary's Corruption, New Cold War Continues","FYI this podcast was recorded before Tuesday (before Cruz dropped out and Trump won Indiana)

please donate by sending a paypal donation via the donate button on our website MediaRoots.org 

if you would like to make a donation specifically to our podcast, please put 'Media Roots Radio' in the donation notes"
252070646,2016-03-15T22:50:15Z,2017-03-08T06:18:41Z,2016-03-15T22:50:15Z,0,3595,25,8209513,,https://soundcloud.com/media-roots/gop-chaos-interview-w-daniel-wright,"GOP Chaos, Interview w/ Daniel Wright",
251600802,2016-03-13T03:12:11Z,2017-03-08T06:18:41Z,2016-03-13T03:12:11Z,0,2147,17,2691542,,https://soundcloud.com/media-roots/a-very-heavy-agenda-pt-2-media-appearances,A Very Heavy Agenda Pt 2 Media Appearances [Compilation],"Please donate to MediaRoots.org 

You can Rent or Buy A Very Heavy Agenda Part 2: How We Learned To Stop Worrying and Love the New Neocons by Robbie Martin at AVERYHEAVYAGENDA.COM"
249800635,2016-03-02T09:23:37Z,2016-12-20T22:17:20Z,2016-03-02T09:23:37Z,1,2682,23,3079498,,https://soundcloud.com/media-roots/robbies-super-tuesday-neocon-panic-trump-wrecks-gop,"Robbie's Super Tuesday, Neocon Panic & Trump Wrecks GOP","Robbie follows up with a solo Media Roots Radio podcast about Super Tuesday: neocon panic and desperate GOP hysterics over Trump.

Please donate to Media Roots Radio by sending a paypal payment to info@mediaroots,org, make sure to put 'podcast' or 'radio' in the info box of the payment. 

www.mediaroots.org"
249614376,2016-03-01T06:43:45Z,2017-03-08T06:18:41Z,2016-03-01T06:43:45Z,4,4627,49,6584570,,https://soundcloud.com/media-roots/media-roots-radio-syria-ceasefire-2016-elections,Syria Cease-Fire & 2016 Presidential Elections,"Robbie and Abby Martin talk about the Syria ceasefire, Black Lives Matter and the 2016 presidential election insanity: GOP unraveling over Trump, the Clinton campaign's dirty tricks, Hillary's endorsement by neocon warmongers and the reality of Bernie Sanders' domestic/foreign policy on the latest Media Roots Radio.

www.mediaroots.org"
244958859,2016-02-01T22:09:59Z,2017-07-13T14:21:55Z,2016-02-01T22:09:59Z,5,4450,44,6616835,https://i1.sndcdn.com/artworks-000170078487-17xwtn-large.jpg,https://soundcloud.com/media-roots/flint-x-files-a-very-heavy-agenda-part-2,"Flint Lead Poisoning, X-Files & A Very Heavy Agenda","Abby & Robbie Martin talk about his documentary 'A Very Heavy Agenda', lead poisoning in Flint, Syria war confusion and the new X-Files on the latest Media Roots​ Radio.

http://www.mediaroots.org

twitter.com/abbymartin
twitter.com/fluorescentgrey"
243000192,2016-01-21T02:52:01Z,2016-01-21T03:00:13Z,2016-01-21T02:52:01Z,0,2775,12,4363092,https://i1.sndcdn.com/artworks-000143959275-vmulcl-large.jpg,https://soundcloud.com/media-roots/media-roots-radio-interview-with-pearse-redmond,"Interview with Pearse Redmond of Porkins Policy Radio, Newsbud & BFP",
241719514,2016-01-13T05:06:26Z,2016-01-20T09:17:19Z,2016-01-13T05:06:26Z,0,2346,15,3785862,https://i1.sndcdn.com/artworks-000142945107-rogwnq-large.jpg,https://soundcloud.com/media-roots/interview-with-barry-crimmins,Interview with Stand-Up Comedian & Activist Barry Crimmins,"""Bobcat Goldthwait directed this moving documentary about comedian and peace activist Barry Crimmins. The film is masterfully structured in such a way that it starts as a typical film about an artist, who a group of people believe more people should know. Comics who were given opportunities thanks to him or have memories of his early work appear on screen. Goldthwait then hits the audience with information about a horrific experience from Crimmins’ childhood, and the film is instantly transformed into something incredible...His brash wit and knowledge of current events produce material that still is edgy today. His material is inspired by a motivation for peace and justice...It is refreshing to know there are people in the world of comedy like Barry."" - Kevin Gosztola on Shadowproof.com

Instead of making Barry go through the plot of 'Call Me Lucky', we spend most of the time talking about the state of the modern comedy scene & how the Reagan-era never ended. 

This podcast is entirely funded by listener donations. 
Please donate to MediaRoots.org & put 'podcast' in your donation description. Thanks for your support! "
237023462,2015-12-11T01:04:05Z,2017-03-08T06:18:41Z,2015-12-11T01:04:05Z,5,5379,46,6889318,https://i1.sndcdn.com/artworks-000139217652-lbvku1-large.jpg,https://soundcloud.com/media-roots/paris-san-bernardino-isis-mythopoeia,Paris & San Bernadino Attacks ISIS Mythopoeia,"Abby and Robbie Martin talk about the political and media ISIS mythopoeia in the wake of the Paris and #SanBernadino attacks, the anti-Muslim bigotry mirroring 9/11 and the nonsensicalness of the Syria war.

DONATE // www.mediaroots.org // put 'media roots radio' in the description of your donation

twitter.com/AbbyMartin & twitter.com/FluorescentGrey"
234449015,2015-11-24T03:43:18Z,2017-03-08T06:18:41Z,2015-11-24T03:43:18Z,4,3138,29,4349586,,https://soundcloud.com/media-roots/forgotten-911-racist-origins-trumped-the-palestinian-frame-up,9/11 Forgotten Racist Origins Trumped & The Palestinian Frame-up,"Donald Trump's comments about arabs in New Jersey cheering from rooftops on 9/11 have sparked controversy and outrage, but what if Trump is confusing 2 different real events together and inaccurately repeating them as a memory? Is it possible that even someone as ridiculous as Trump could be a 'victim' of the intentionally racist script we were indoctrinated with on the day of 9/11 itself?  Why were there 3 separate mainstream media stories between 9:40am and 1:30pm on the day of 9/11 itself that placed blame on Palestinian terrorist groups for the attacks? Robbie tries to answer all these questions and more in this solo episode of Media Roots Radio. 

Please donate at MediaRoots.org

"
232994639,2015-11-14T03:49:55Z,2017-03-08T06:18:41Z,2015-11-14T10:13:07Z,7,4913,40,4857245,,https://soundcloud.com/media-roots/syrian-fuckery-empire-delus,The Syria War of Hypocrisy & Empire Delusional Disorder,"This episode of Media Roots Radio was recorded 1 day before the Paris terrorist attacks. Abby and Robbie Martin talk about the US regime change plan in Syria and hypocrisy of arming rebels to 'fight ISIS', ""new atheism's"" bigotry under the guise of intellectualism & people who are plagued with Empire delusional disorder in serial killer America.

www.mediaroots.org
twitter.com/FluorescentGrey
twitter.com/AbbyMartin"
228880371,2015-10-18T00:31:20Z,2015-10-26T01:48:02Z,2015-10-24T03:08:48Z,4,3026,10,867502,https://i1.sndcdn.com/artworks-000133949499-xtzzhi-large.jpg,https://soundcloud.com/media-roots/amerithrax-the-cia-interview-with-with-matt-dehart,Amerithrax & The CIA : Interview with Matt Dehart,"This interview was conducted via a collect call from Warren County Regional Jail and originally appeared at http://amerithrax.blogspot.com/
and was also published here : http://mediaroots.org/alleged-cia-involvement-in-2001-anthrax-attacks/

Jail Support Info:

Matt Dehart #164682 
Warren County Regional Jail
920 Kentucky Street
Bowling Green, Ky 42101

https://twitter.com/FreeMattDehart

https://twitter.com/FluorescentGrey

More information on the story of Matt Dehart 
http://www.buzzfeed.com/davidkushner/matt-dehart#.caokW8n43"
228344162,2015-10-14T10:46:22Z,2017-03-08T06:18:41Z,2015-10-14T10:46:22Z,3,1394,22,3536160,,https://soundcloud.com/media-roots/a-very-heavy-agenda-dem-debates-syriarussia-hysteria,"A Very Heavy Agenda, Democratic Debates & Syria-Russia Hysteria","New solo Robbie episode of Media Roots Radio which goes into Robbie's new documentary A Very Heavy Agenda a bit and then veers into manipulators trying to steer the narrative about what's going on right now with Syria, Russia and the United States.  Robbie praises Lincoln Chafee's foreign policy positions and then tries to give live commentary on the debates, but then gives up when he finds it too intolerable. 

You can watch A Very Heavy Agenda Part 1: A Catalyzing Event this Thursday 10/15/15 at averyheavyagenda.blogspot.com

Please donate to Media Roots Radio by going to Mediaroots.org"
216237609,2015-07-25T02:20:26Z,2015-07-29T11:32:41Z,2015-07-25T02:20:26Z,6,8003,64,3092742,https://i1.sndcdn.com/artworks-000124336376-pq7rxj-large.jpg,https://soundcloud.com/media-roots/abby-martin-interview-conner-habib,"Sex, Bigotry & Islam with Porn Star Conner Habib","Media Roots speaks to author and porn star Conner Habib about sex work, left bigotry, the establishment co-optation of the LGBTQ movement, PEN awarding Charlie Hebdo with a freedom award and the new atheism movement's colonial attitude toward Islam.

twitter.com/connerhabib
twitter.com/abbymartin
www.mediaroots.org
"
214795429,2015-07-15T06:38:43Z,2016-12-15T22:40:58Z,2015-07-15T06:38:43Z,5,2805,40,4303867,https://i1.sndcdn.com/artworks-000123394554-shk3xd-large.jpg,https://soundcloud.com/media-roots/abbyrobbiemediarootsradiojul,"Donald Trump Hate, Fake ISIS Terror Threat, Trans Rights","Abby and Robbie Martin talk about the death of Kate Steinle being politicized by bigots like Donald Trump to ramp up anti-immigration rhetoric, the media hype of the ""thwarted"" ISIS 4th of July terror threat and the issue of transgender rights being marginalized in the fight for equality.

www.mediaroots.org
twitter.com/fluorescentgrey
twitter.com/abbymartin"
213018996,2015-07-02T23:04:25Z,2016-12-22T02:13:58Z,2015-07-03T00:17:33Z,3,6465,36,6578040,https://i1.sndcdn.com/artworks-000122101500-dalblu-large.jpg,https://soundcloud.com/media-roots/mediarootsradioabbyrobbie,"Charleston, Confederate Flags and the *Transparent* Empire","Abby and Robbie Martin talk about the Charleston massacre, the political debate about the semantics of terrorism and legacy of the Confederate flag. They also discuss the measures the Empire has taken since 9/11 to codify illegal, murderous activity practiced by the government for decades. 

www.mediaroots.org
twitter.com/abbymartin
twitter.com/fluorescentgrey"
